Attaching to easytopic_topic_segmentation_worker_1, easytopic_audio_extractor_1, easytopic_asr_worker_1, easytopic_worker_vad_1, easytopic_worker_low_level_features_1, easytopic_aggregator_worker_1, easytopic_api_rest_1, easytopic_mongo-express_1, easytopic_pgadmin-compose_1, easytopic_rabbitmq_1, easytopic_postgres-compose_1, easytopic_mongo_1, easytopic_asr_1
[31mworker_low_level_features_1  |[0m ERROR:pika.adapters.utils.io_services_utils:Socket failed to connect: <socket.socket fd=6, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=6, laddr=('172.18.0.9', 45070)>; error=111 (Connection refused)
[33maudio_extractor_1            |[0m       creation_time   : 2013-02-18T05:47:30.000000Z
[33maudio_extractor_1            |[0m       handler_name    : IsoMedia File Produced by Google, 5-11-2011
[33maudio_extractor_1            |[0m Stream mapping:
[33maudio_extractor_1            |[0m   Stream #0:1 -> #0:0 (aac (native) -> pcm_s16le (native))
[33maudio_extractor_1            |[0m Press [q] to stop, [?] for help
[33;1mmongo-express_1              |[0m /docker-entrypoint.sh: connect: Connection refused
[33;1mmongo-express_1              |[0m /docker-entrypoint.sh: line 14: /dev/tcp/mongo/27017: Connection refused
[33;1mmongo-express_1              |[0m Sat Feb 29 14:16:30 UTC 2020 retrying to connect to mongo:27017 (2/5)
[33;1mmongo-express_1              |[0m /docker-entrypoint.sh: connect: Connection refused
[33;1mmongo-express_1              |[0m /docker-entrypoint.sh: line 14: /dev/tcp/mongo/27017: Connection refused
[33maudio_extractor_1            |[0m Output #0, wav, to '/tmp/tmpjta4o3m0.wav':
[33maudio_extractor_1            |[0m   Metadata:
[33maudio_extractor_1            |[0m     major_brand     : mp42
[33maudio_extractor_1            |[0m     minor_version   : 0
[33maudio_extractor_1            |[0m     compatible_brands: isommp42
[33maudio_extractor_1            |[0m     ISFT            : Lavf58.20.100
[33maudio_extractor_1            |[0m     Stream #0:0(und): Audio: pcm_s16le ([1][0][0][0] / 0x0001), 16000 Hz, mono, s16, 256 kb/s (default)
[33maudio_extractor_1            |[0m     Metadata:
[33maudio_extractor_1            |[0m       creation_time   : 2013-02-18T05:47:30.000000Z
[33maudio_extractor_1            |[0m       handler_name    : IsoMedia File Produced by Google, 5-11-2011
[33maudio_extractor_1            |[0m       encoder         : Lavc58.35.100 pcm_s16le
[33maudio_extractor_1            |[0m size=    1536kB time=00:00:55.47 bitrate= 226.8kbits/s speed= 111x    size=    5266kB time=00:02:48.50 bitrate= 256.0kbits/s speed= 169x    
[33maudio_extractor_1            |[0m video:0kB audio:5266kB subtitle:0kB other streams:0kB global headers:0kB muxing overhead: 0.001447%
[33maudio_extractor_1            |[0m 5392232
[33maudio_extractor_1            |[0m  [x] Done
[33maudio_extractor_1            |[0m ERROR:pika.adapters.utils.io_services_utils:Socket failed to connect: <socket.socket fd=6, family=AddressFamily.AF_INET, type=SocketKind.SOCK_STREAM, proto=6, laddr=('172.18.0.14', 52734)>; error=111 (Connection refused)
[34;1mmongo_1                      |[0m 2020-02-18T03:09:24.678+0000 I  STORAGE  [initandlisten] WiredTiger message [1581995364:678382][1:0x7fb788f8ab00], file:index-10--3110958688101963483.wt, txn-recover: Recovering log 2 through 2
[33;1mmongo-express_1              |[0m Sat Feb 29 14:16:31 UTC 2020 retrying to connect to mongo:27017 (3/5)
[33;1mmongo-express_1              |[0m /docker-entrypoint.sh: connect: Connection refused
[33;1mmongo-express_1              |[0m /docker-entrypoint.sh: line 14: /dev/tcp/mongo/27017: Connection refused
[33maudio_extractor_1            |[0m ERROR:pika.adapters.utils.connection_workflow:TCP Connection attempt failed: ConnectionRefusedError(111, 'Connection refused'); dest=(<AddressFamily.AF_INET: 2>, <SocketKind.SOCK_STREAM: 1>, 6, '', ('172.18.0.2', 5672))
[35mworker_vad_1                 |[0m  [x] Received b'{"type": "vad", "status": "new", "oid": "5e5a75cdd7fcc7ace2647cb2", "project_id": 70}'
[35mworker_vad_1                 |[0m <generator object vad_collector at 0x7f9bc34fd750> collector
[35mworker_vad_1                 |[0m 0000000111100000000001111100000001111100000000000000000000000000000000000000000000001111111111+(2.5199999999999982)11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110000000000-(7.74000000000002)011110000000000001111111111+(8.250000000000016)111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110000000000-(35.28000000000058)00000001111111111+(35.490000000000585)11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110011110011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000011110000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110000000000-(166.80000000000555)00000000000000000000000000000000000000000000000000000000
[35mworker_vad_1                 |[0m finish!!!!!
[35mworker_vad_1                 |[0m inserting document
[35mworker_vad_1                 |[0m  [x] Done
[34maggregator_worker_1          |[0m  [*] Waiting for messages. To exit press CTRL+C
[34maggregator_worker_1          |[0m Traceback (most recent call last):
[34maggregator_worker_1          |[0m   File "worker.py", line 131, in <module>
[34maggregator_worker_1          |[0m     consume()
[34maggregator_worker_1          |[0m   File "worker.py", line 121, in consume
[34;1mmongo_1                      |[0m 2020-02-18T03:09:25.398+0000 I  STORAGE  [initandlisten] WiredTiger message [1581995365:398493][1:0x7fb788f8ab00], file:index-10--3110958688101963483.wt, txn-recover: Set global recovery timestamp: (0, 0)
[32masr_worker_1                 |[0m trying again
[36;1mapi_rest_1                   |[0m  * Debugger PIN: 253-447-681
[33maudio_extractor_1            |[0m ERROR:pika.adapters.utils.connection_workflow:AMQPConnector - reporting failure: AMQPConnectorSocketConnectError: ConnectionRefusedError(111, 'Connection refused')
[34maggregator_worker_1          |[0m     channel.start_consuming()
[35;1mrabbitmq_1                   |[0m 2020-02-18 02:44:49.132 [info] <0.277.0> Running boot step rabbit_exchange_type_fanout defined by app rabbit
[35;1mrabbitmq_1                   |[0m 2020-02-18 02:44:49.133 [info] <0.277.0> Running boot step rabbit_exchange_type_headers defined by app rabbit
[35;1mrabbitmq_1                   |[0m 2020-02-18 02:44:49.133 [info] <0.277.0> Running boot step rabbit_exchange_type_topic defined by app rabbit
[35;1mrabbitmq_1                   |[0m 2020-02-18 02:44:49.133 [info] <0.277.0> Running boot step rabbit_mirror_queue_mode_all defined by app rabbit
[35;1mrabbitmq_1                   |[0m 2020-02-18 02:44:49.133 [info] <0.277.0> Running boot step rabbit_mirror_queue_mode_exactly defined by app rabbit
[35;1mrabbitmq_1                   |[0m 2020-02-18 02:44:49.134 [info] <0.277.0> Running boot step rabbit_mirror_queue_mode_nodes defined by app rabbit
[35;1mrabbitmq_1                   |[0m 2020-02-18 02:44:49.134 [info] <0.277.0> Running boot step rabbit_priority_queue defined by app rabbit
[35;1mrabbitmq_1                   |[0m 2020-02-18 02:44:49.134 [info] <0.277.0> Priority queues enabled, real BQ is rabbit_variable_queue
